# Simulation 4 (Up to date)
# 464 data points written for 53 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
51.131,135.296,-4.167,-0.228,4.169,0.589,-59.296,0.001,59.296,179.999,1.854,0.543,45,-7.551e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.186e5,0,0.58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.955,14.114,997.263,339.852,0.244,0.43
51.631,133.216,-4.155,0.026,4.155,0.386,-60.271,0.001,60.271,179.999,2.047,0.385,45,-7.676e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.183e5,0,0.595,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.018,14.121,997.382,339.856,0.5,0.43
52.131,131.134,-4.175,-0.04,4.175,0.07,-61.302,0.001,61.302,179.999,2.076,0.058,45,-7.807e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.188e5,0,0.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.072,14.134,997.626,339.864,0.5,0.43
52.631,129.053,-4.146,0.057,4.146,0.15,-62.323,0.001,62.323,179.999,2.006,0.139,45,-7.937e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.181e5,0,0.596,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.017,14.148,997.87,339.872,0.5,0.43
53.131,126.971,-4.183,-0.073,4.183,0.267,-63.294,0.001,63.294,179.999,1.878,0.256,45,-8.06e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.191e5,0,0.589,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.897,14.161,998.114,339.881,0.5,0.43
53.631,124.895,-4.122,0.122,4.122,0.701,-64.319,0.001,64.319,179.999,2.223,0.69,45,-8.191e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.174e5,0,0.602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.169,14.175,998.358,339.889,0.5,0.43
54.069,123.072,-4.2,-0.178,4.2,0.448,-65.254,0.001,65.254,179.999,2.043,0.411,45,-8.31e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.196e5,0,0.583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.047,14.188,998.602,339.897,0.438,0.43
54.569,120.996,-4.106,0.187,4.107,0.345,-66.312,0.001,66.312,179.999,2.188,0.29,45,-8.445e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.17e5,0,0.604,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.165,14.2,998.816,339.904,0.5,0.431
55.069,118.911,-4.233,-0.253,4.233,0.293,-67.424,0.001,67.424,179.999,2.262,0.148,45,-8.586e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.206e5,0,0.578,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.252,14.214,999.059,339.912,0.5,0.431
55.56,116.875,-4.053,0.367,4.053,0.754,-68.456,0.001,68.456,179.999,1.939,0.659,45,-8.718e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.155e5,0,0.616,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.988,14.227,999.304,339.921,0.491,0.431
55.947,115.273,-4.244,-0.495,4.244,0.567,-69.225,0.001,69.225,179.999,2.045,0.277,45,-8.816e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.21e5,0,0.563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.059,14.24,999.542,339.929,0.386,0.432
56.354,113.579,-4.081,0.401,4.081,0.403,-70.055,0.001,70.055,179.999,2.031,0.035,45,-8.921e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.163e5,0,0.617,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.031,14.251,999.73,339.935,0.407,0.432
56.854,111.493,-4.264,-0.366,4.264,0.406,-71.092,0.001,71.092,179.999,2.119,0.177,45,-9.054e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.216e5,0,0.571,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.107,14.262,999.929,339.942,0.5,0.432
57.354,109.424,-4.014,0.5,4.014,0.506,-72.142,0.001,72.142,179.999,2.08,0.078,45,-9.187e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.013,1.144e5,0,0.623,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.087,14.275,1000.174,339.95,0.5,0.432
57.773,107.68,-4.295,-0.671,4.295,0.685,-73.028,0.001,73.028,179.999,2.139,0.141,45,-9.3e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.225e5,0,0.552,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.142,14.289,1000.416,339.958,0.42,0.432
58.045,106.539,-4.112,0.675,4.113,0.917,-73.586,0.001,73.586,179.999,1.971,0.62,45,-9.371e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.013,1.173e5,0,0.635,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.885,14.3,1000.621,339.965,0.272,0.432
58.324,105.384,-4.171,-0.213,4.172,0.307,-74.127,0.001,74.127,179.999,1.909,0.221,45,-9.44e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.19e5,0,0.58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.876,14.307,1000.755,339.969,0.279,0.432
58.594,104.26,-4.146,0.094,4.148,0.77,-74.67,0.001,74.67,179.999,2.115,0.764,45,-9.509e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.183e5,0,0.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.231,14.315,1000.89,339.974,0.27,0.432
58.896,103.006,-4.162,-0.053,4.162,0.129,-75.304,0.001,75.304,179.999,2.08,0.118,45,-9.59e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.188e5,0,0.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.065,14.322,1001.022,339.978,0.302,0.433
59.396,100.929,-4.143,0.039,4.143,0.56,-76.274,0.001,76.274,179.999,1.801,0.558,45,-9.713e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.182e5,0,0.596,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.844,14.33,1001.169,339.983,0.5,0.433
59.896,98.851,-4.172,-0.058,4.172,0.423,-77.227,0.001,77.227,179.999,2.01,0.419,45,-9.835e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.191e5,0,0.59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.979,14.344,1001.413,339.991,0.5,0.433
60.396,96.777,-4.125,0.093,4.125,0.666,-78.314,0.001,78.314,179.999,2.34,0.659,45,-9.973e-4,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.177e5,0,0.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.288,14.357,1001.656,340,0.5,0.433
60.775,95.203,-4.172,-0.125,4.173,0.653,-79.156,0.001,79.156,179.999,2.097,0.64,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.191e5,0,0.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.067,14.371,1001.9,340.008,0.379,0.433
61.145,93.668,-4.141,0.086,4.141,0.375,-79.955,0.001,79.955,179.999,2.232,0.365,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.182e5,0,0.598,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.251,14.381,1002.084,340.014,0.369,0.434
61.645,91.59,-4.173,-0.063,4.173,0.333,-81.111,0.001,81.111,179.999,2.395,0.326,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.191e5,0,0.589,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.37,14.391,1002.264,340.02,0.5,0.434
62.145,89.514,-4.13,0.085,4.13,0.234,-82.336,0.001,82.336,179.999,2.504,0.218,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.179e5,0,0.598,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.487,14.405,1002.508,340.028,0.5,0.435
62.645,87.437,-4.179,-0.098,4.179,0.598,-83.514,0.001,83.514,179.999,2.209,0.59,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.194e5,0,0.588,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.253,14.418,1002.752,340.036,0.5,0.435
63.145,85.366,-4.103,0.152,4.104,0.84,-84.515,0.001,84.515,179.999,1.796,0.826,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.172e5,0,0.604,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.862,14.432,1002.995,340.044,0.5,0.435
63.48,83.979,-4.176,-0.218,4.176,0.657,-85.152,0.001,85.152,179.999,2.004,0.62,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.193e5,0,0.581,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.061,14.445,1003.238,340.053,0.335,0.436
63.98,81.908,-4.111,0.131,4.111,0.711,-86.241,0.001,86.241,179.999,2.353,0.698,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.175e5,0,0.602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.297,14.454,1003.401,340.058,0.5,0.436
64.48,79.827,-4.21,-0.199,4.21,0.245,-87.4,0.001,87.4,179.999,2.282,0.142,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.203e5,0,0.581,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.292,14.468,1003.644,340.066,0.5,0.436
64.98,77.757,-4.073,0.275,4.073,0.337,-88.516,0.001,88.516,179.999,2.184,0.196,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.164e5,0,0.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2,14.481,1003.888,340.074,0.5,0.436
65.48,75.675,-4.254,-0.362,4.254,0.566,-89.554,0.001,89.554,179.999,1.967,0.434,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.216e5,0,0.572,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.997,14.495,1004.13,340.083,0.5,0.436
65.937,73.781,-4.029,0.491,4.029,0.55,-90.48,0.001,90.48,179.999,2.081,0.249,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.013,1.152e5,0,0.623,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.07,14.508,1004.375,340.091,0.457,0.436
66.273,72.394,-4.213,-0.547,4.214,0.834,-91.144,0.001,91.144,179.999,1.869,0.63,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.205e5,0,0.561,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.807,14.52,1004.597,340.098,0.336,0.437
66.618,70.959,-4.111,0.297,4.111,0.328,-91.78,0.001,91.78,179.999,1.821,0.14,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.176e5,0,0.611,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.81,14.529,1004.759,340.104,0.345,0.437
67.118,68.88,-4.205,-0.187,4.205,0.224,-92.675,0.001,92.675,179.999,1.759,0.124,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.203e5,0,0.582,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.768,14.539,1004.928,340.109,0.5,0.437
67.541,67.128,-4.077,0.301,4.077,0.999,-93.504,0.001,93.504,179.999,2.162,0.953,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.166e5,0,0.614,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.155,14.552,1005.172,340.118,0.423,0.437
67.805,66.041,-4.164,-0.328,4.165,0.617,-94.056,0.001,94.056,179.999,2.024,0.522,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.192e5,0,0.574,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.937,14.564,1005.377,340.124,0.264,0.437
68.059,64.986,-4.145,0.074,4.146,0.441,-94.584,0.001,94.584,179.999,2.134,0.435,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.186e5,0,0.598,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.207,14.571,1005.504,340.129,0.254,0.437
68.559,62.911,-4.156,-0.021,4.156,0.203,-95.677,0.001,95.677,179.999,2.235,0.202,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.189e5,0,0.592,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.22,14.578,1005.628,340.133,0.5,0.437
69.059,60.838,-4.135,0.041,4.135,0.491,-96.733,0.001,96.733,179.999,1.99,0.49,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.184e5,0,0.596,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.029,14.591,1005.872,340.141,0.5,0.438
69.559,58.762,-4.168,-0.066,4.168,0.099,-97.738,0.001,97.738,179.999,2.028,0.074,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.193e5,0,0.589,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.022,14.605,1006.115,340.149,0.5,0.438
70.059,56.691,-4.117,0.102,4.117,0.462,-98.695,0.001,98.695,179.999,1.802,0.451,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.179e5,0,0.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.838,14.618,1006.358,340.157,0.5,0.438
70.559,54.615,-4.188,-0.142,4.188,0.343,-99.557,0.001,99.557,179.999,1.646,0.312,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.199e5,0,0.585,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.669,14.632,1006.601,340.166,0.5,0.438
70.882,53.275,-4.104,0.26,4.106,1.21,-100.15,0.001,100.15,179.999,2.028,1.182,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.176e5,0,0.613,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.138,14.645,1006.845,340.174,0.323,0.439
71.136,52.225,-4.156,-0.204,4.156,0.204,-100.666,0.001,100.666,179.999,2.028,5.487e-4,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.19e5,0,0.581,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.028,14.654,1007.002,340.179,0.254,0.439
71.636,50.153,-4.132,0.048,4.132,0.369,-101.634,0.001,101.634,179.999,1.845,0.366,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.184e5,0,0.596,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.873,14.661,1007.125,340.183,0.5,0.439
72.136,48.079,-4.164,-0.065,4.164,0.339,-102.515,0.001,102.515,179.999,1.679,0.333,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.193e5,0,0.589,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.704,14.674,1007.368,340.191,0.5,0.439
72.636,46.01,-4.112,0.105,4.112,0.652,-103.435,0.001,103.435,179.999,2,0.644,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.178e5,0,0.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.949,14.687,1007.611,340.2,0.5,0.439
73.136,43.934,-4.192,-0.161,4.192,0.208,-104.451,0.001,104.451,179.999,2.066,0.132,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.201e5,0,0.583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.056,14.701,1007.854,340.208,0.5,0.439
73.636,41.867,-4.076,0.233,4.076,0.536,-105.424,0.001,105.424,179.999,1.825,0.482,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.168e5,0,0.608,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.865,14.714,1008.097,340.216,0.5,0.439
74.136,39.788,-4.239,-0.326,4.239,0.34,-106.325,0.001,106.325,179.999,1.778,0.094,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.215e5,0,0.573,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.785,14.728,1008.34,340.224,0.5,0.439
74.514,38.222,-4.053,0.493,4.053,1.067,-107.064,0.001,107.064,179.999,2.136,0.946,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.013,1.162e5,0,0.625,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.168,14.741,1008.583,340.232,0.378,0.44
74.815,36.983,-4.182,-0.429,4.182,0.44,-107.711,0.001,107.711,179.999,2.164,0.094,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.199e5,0,0.567,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.176,14.752,1008.767,340.238,0.301,0.44
75.297,34.99,-4.096,0.179,4.096,0.185,-108.748,0.001,108.748,179.999,2.14,0.049,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.175e5,0,0.604,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.143,14.76,1008.912,340.243,0.482,0.44
75.797,32.915,-4.202,-0.212,4.202,0.566,-109.752,0.001,109.752,179.999,1.878,0.525,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.205e5,0,0.581,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.916,14.773,1009.146,340.251,0.5,0.44
76.146,31.468,-4.094,0.31,4.094,0.867,-110.456,0.001,110.456,179.999,2.16,0.809,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.174e5,0,0.614,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.214,14.786,1009.39,340.259,0.349,0.44
76.646,29.397,-4.193,-0.198,4.193,0.846,-111.639,0.001,111.639,179.999,2.572,0.823,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.203e5,0,0.583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.511,14.795,1009.559,340.265,0.5,0.44
76.906,28.315,-4.117,0.291,4.12,1.075,-112.274,0.001,112.274,179.999,2.302,1.035,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.182e5,0,0.614,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.142,14.809,1009.802,340.273,0.26,0.441
77.139,27.353,-4.145,-0.12,4.145,0.12,-112.81,0.001,112.81,179.999,2.303,0.004,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.19e5,0,0.586,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.304,14.816,1009.929,340.277,0.233,0.441
77.418,26.199,-4.132,0.046,4.134,0.816,-113.42,0.001,113.42,179.999,2.076,0.815,45,-0.001,9.806,NaN,NaN,NaN,NaN,60.459,12.3,NaN,NaN,NaN,NaN,NaN,0.012,1.186e5,0,0.598,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.96,14.822,1010.042,340.281,0.279,0.442
