# Spaceport America (Up to date)
# 1049 data points written for 34 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (23.6 m/s)
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
19.34,3382.822,69.545,-10.395,73.901,10.399,1813.424,1.355,1813.425,0.043,24.996,0.282,33,-106.994,9.781,0.133,4.236e-6,1.822,-7.668e-4,0.062,3.606e-4,0,0,0,0,7.831e-4,69.303,0.083,1.464,-16.884,547.223,321.067,0.05,0.615
19.39,3386.287,69.026,-10.38,73.407,10.384,1817.524,1.361,1817.524,0.043,24.981,0.297,33,-106.994,9.781,0.2,5.172e-6,1.914,-6.071e-4,0.093,-4.479e-4,0,0,0,0,8.756e-4,69.21,0.083,1.501,-16.907,546.966,321.053,0.05,0.616
19.44,3389.725,68.507,-10.359,72.915,10.364,1821.62,1.367,1821.621,0.043,24.966,0.329,33,-106.994,9.781,0.326,3.637e-6,2.071,-0.002,0.151,-1.731e-4,0,0,0,0,0.001,69.11,0.083,1.628,-16.929,546.711,321.04,0.05,0.617
19.49,3393.137,67.99,-10.343,72.423,10.348,1825.714,1.374,1825.715,0.043,24.949,0.348,33,-106.994,9.781,0.407,3.64e-6,2.293,-0.002,0.189,4.44e-4,0,0,0,0,0.001,69.002,0.083,1.704,-16.951,546.458,321.026,0.05,0.619
19.54,3396.524,67.473,-10.332,71.932,10.338,1829.806,1.38,1829.806,0.043,24.931,0.35,33,-106.994,9.781,0.428,3.918e-6,2.537,-0.002,0.197,1.39e-4,0,0,0,0,0.002,68.881,0.083,1.711,-16.973,546.207,321.013,0.05,0.62
19.59,3399.885,66.957,-10.322,71.442,10.328,1833.894,1.386,1833.895,0.043,24.914,0.352,33,-106.994,9.781,0.448,3.459e-6,2.786,-0.002,0.206,-1.989e-4,0,0,0,0,0.002,68.748,0.083,1.732,-16.995,545.957,321,0.05,0.621
19.64,3403.22,66.441,-10.314,70.952,10.32,1837.979,1.393,1837.98,0.043,24.896,0.346,33,-106.994,9.781,0.436,4.078e-6,3.038,-9.881e-4,0.201,-3.753e-4,0,0,0,0,0.002,68.602,0.084,1.724,-17.017,545.71,320.987,0.05,0.622
19.69,3406.529,65.925,-10.309,70.464,10.315,1842.062,1.399,1842.063,0.044,24.879,0.334,33,-106.994,9.781,0.404,4.617e-6,3.271,-7.973e-4,0.185,-2.769e-4,0,0,0,0,0.003,68.444,0.084,1.702,-17.039,545.465,320.974,0.05,0.623
19.74,3409.812,65.41,-10.308,69.976,10.313,1846.142,1.405,1846.143,0.044,24.863,0.31,33,-106.994,9.781,0.324,3.924e-6,3.472,4.358e-4,0.147,4.425e-4,0,0,0,0,0.003,68.275,0.084,1.629,-17.06,545.221,320.961,0.05,0.624
19.79,3413.07,64.895,-10.304,69.489,10.308,1850.219,1.412,1850.22,0.044,24.848,0.298,33,-106.994,9.781,0.286,3.163e-6,3.63,8.596e-4,0.13,-1.349e-4,0,0,0,0,0.004,68.098,0.084,1.619,-17.081,544.979,320.948,0.05,0.625
19.84,3416.302,64.38,-10.297,69.003,10.301,1854.294,1.418,1854.295,0.044,24.833,0.292,33,-106.994,9.781,0.272,4.333e-6,3.776,0.002,0.123,2.388e-4,0,0,0,0,0.004,67.913,0.084,1.648,-17.102,544.74,320.935,0.05,0.625
19.89,3419.508,63.865,-10.293,68.518,10.296,1858.367,1.425,1858.367,0.044,24.819,0.28,33,-106.994,9.78,0.231,4.637e-6,3.907,0.002,0.103,3.228e-4,0,0,0,0,0.004,67.72,0.084,1.648,-17.123,544.502,320.922,0.05,0.626
19.94,3422.688,63.35,-10.299,68.034,10.301,1862.437,1.431,1862.438,0.044,24.806,0.241,33,-106.994,9.78,0.073,4.41e-6,3.988,0.021,0.029,-1.137e-4,0,0,0,0,0.004,67.523,0.084,1.5,-17.144,544.266,320.91,0.05,0.628
19.99,3425.843,62.835,-10.296,67.55,10.299,1866.505,1.437,1866.506,0.044,24.794,0.225,33,-106.994,9.78,0.012,5.233e-6,3.992,0.147,0.001,-1.506e-4,0,0,0,0,0.004,67.323,0.085,1.476,-17.164,544.032,320.897,0.05,0.629
20.04,3428.972,62.32,-10.293,67.068,10.295,1870.572,1.444,1870.572,0.044,24.783,0.211,33,-106.994,9.78,0.046,5.756e-6,-3.986,0.042,0.026,-1.955e-4,0,0,0,0,-0.005,67.123,0.085,1.453,-17.184,543.8,320.885,0.05,0.63
20.09,3432.075,61.806,-10.283,66.586,10.285,1874.636,1.45,1874.637,0.044,24.773,0.216,33,-106.994,9.78,0.016,4.82e-6,-3.959,0.091,0.012,-9.479e-5,0,0,0,0,-0.005,66.925,0.085,1.538,-17.205,543.57,320.873,0.05,0.631
20.14,3435.152,61.292,-10.272,66.105,10.275,1878.699,1.457,1878.7,0.044,24.762,0.221,33,-106.994,9.78,0.014,4.099e-6,3.957,0.076,0.002,3.63e-4,0,0,0,0,0.005,66.727,0.085,1.619,-17.225,543.342,320.861,0.05,0.632
20.19,3438.204,60.779,-10.266,65.625,10.269,1882.76,1.463,1882.761,0.045,24.751,0.216,33,-106.994,9.78,0.006,4.399e-6,-3.953,0.184,0.007,3.848e-5,0,0,0,0,-0.005,66.529,0.085,1.633,-17.244,543.115,320.849,0.05,0.632
20.24,3441.23,60.265,-10.26,65.146,10.263,1886.82,1.47,1886.82,0.045,24.74,0.21,33,-106.994,9.78,0.025,3.763e-6,-3.943,0.046,0.016,-1.342e-4,0,0,0,0,-0.005,66.331,0.085,1.644,-17.264,542.891,320.837,0.05,0.633
20.29,3444.231,59.753,-10.255,64.668,10.257,1890.877,1.476,1890.878,0.045,24.73,0.204,33,-106.994,9.78,0.049,3.895e-6,-3.922,0.025,0.027,9.909e-5,0,0,0,0,-0.005,66.135,0.086,1.644,-17.284,542.668,320.825,0.05,0.634
20.34,3447.205,59.24,-10.248,64.191,10.25,1894.933,1.483,1894.934,0.045,24.72,0.202,33,-106.994,9.78,0.053,4.249e-6,-3.891,0.022,0.03,-3.817e-4,0,0,0,0,-0.005,65.939,0.086,1.665,-17.303,542.448,320.813,0.05,0.634
20.39,3450.155,58.728,-10.237,63.714,10.239,1898.987,1.489,1898.988,0.045,24.71,0.207,33,-106.994,9.78,0.018,5.382e-6,-3.868,0.041,0.013,-2.164e-4,0,0,0,0,-0.005,65.745,0.086,1.729,-17.322,542.229,320.802,0.05,0.635
20.44,3453.078,58.216,-10.222,63.239,10.225,1903.04,1.496,1903.04,0.045,24.699,0.225,33,-106.994,9.78,0.078,4.008e-6,3.875,-0.001,0.032,-4.239e-4,0,0,0,0,0.005,65.552,0.086,1.864,-17.341,542.012,320.79,0.05,0.635
20.49,3455.976,57.706,-10.205,62.765,10.208,1907.091,1.503,1907.091,0.045,24.687,0.248,33,-106.994,9.78,0.203,4.646e-6,3.933,-0.006,0.089,1.282e-5,0,0,0,0,0.005,65.357,0.086,2.033,-17.36,541.797,320.779,0.05,0.636
20.54,3458.849,57.196,-10.19,62.291,10.194,1911.139,1.509,1911.14,0.045,24.674,0.264,33,-106.994,9.78,0.292,5.261e-6,4.04,-0.006,0.13,7.573e-5,0,0,0,0,0.005,65.158,0.087,2.16,-17.379,541.584,320.767,0.05,0.637
20.59,3461.696,56.686,-10.188,61.819,10.191,1915.186,1.516,1915.186,0.045,24.661,0.251,33,-106.994,9.78,0.238,3.874e-6,4.157,-0.007,0.105,-3.591e-4,0,0,0,0,0.006,64.953,0.087,2.116,-17.397,541.373,320.756,0.05,0.637
20.64,3464.517,56.177,-10.183,61.347,10.186,1919.23,1.522,1919.231,0.045,24.649,0.242,33,-106.994,9.78,0.207,4.842e-6,4.241,-0.006,0.09,1.479e-4,0,0,0,0,0.006,64.743,0.087,2.103,-17.415,541.164,320.745,0.05,0.638
20.69,3467.314,55.668,-10.181,60.876,10.184,1923.273,1.529,1923.273,0.046,24.637,0.229,33,-106.994,9.78,0.147,3.855e-6,4.313,-0.005,0.062,-3.055e-6,0,0,0,0,0.006,64.529,0.087,2.057,-17.434,540.956,320.734,0.05,0.638
20.74,3470.084,55.159,-10.172,60.407,10.175,1927.313,1.536,1927.314,0.046,24.626,0.232,33,-106.994,9.78,0.172,3.459e-6,4.368,-0.006,0.073,-8.797e-5,0,0,0,0,0.007,64.312,0.087,2.111,-17.452,540.751,320.723,0.05,0.639
20.79,3472.829,54.651,-10.165,59.938,10.168,1931.352,1.542,1931.353,0.046,24.614,0.231,33,-106.994,9.78,0.179,4.246e-6,4.437,-0.006,0.076,-2.415e-4,0,0,0,0,0.007,64.092,0.087,2.144,-17.469,540.547,320.712,0.05,0.639
20.84,3475.549,54.143,-10.163,59.47,10.165,1935.389,1.549,1935.389,0.046,24.603,0.219,33,-106.994,9.78,0.122,3.789e-6,4.493,-0.003,0.049,-4.465e-4,0,0,0,0,0.007,63.868,0.087,2.102,-17.487,540.345,320.702,0.05,0.64
20.89,3478.244,53.635,-10.147,59.004,10.15,1939.424,1.556,1939.424,0.046,24.592,0.238,33,-106.994,9.78,0.241,3.861e-6,4.548,-0.005,0.105,-3.431e-4,0,0,0,0,0.008,63.642,0.087,2.265,-17.505,540.148,320.691,0.05,0.641
20.94,3480.913,53.128,-10.145,58.538,10.147,1943.457,1.562,1943.457,0.046,24.58,0.226,33,-106.994,9.78,0.184,4.031e-6,4.639,-0.003,0.078,3.823e-4,0,0,0,0,0.008,63.413,0.087,2.224,-17.522,539.961,320.681,0.05,0.641
20.99,3483.556,52.62,-10.139,58.073,10.141,1947.488,1.569,1947.489,0.046,24.569,0.224,33,-106.994,9.78,0.182,4.25e-6,4.694,-0.002,0.077,-4.852e-4,0,0,0,0,0.008,63.179,0.088,2.246,-17.539,539.775,320.67,0.05,0.641
21.04,3486.175,52.113,-10.143,57.61,10.145,1951.517,1.576,1951.518,0.046,24.558,0.198,33,-106.994,9.78,0.04,4.556e-6,4.738,0.027,0.01,4.747e-4,0,0,0,0,0.009,62.943,0.088,2.106,-17.556,539.591,320.66,0.05,0.642
21.09,3488.768,51.606,-10.142,57.147,10.143,1955.545,1.582,1955.546,0.046,24.548,0.186,33,-106.994,9.78,0.028,4.613e-6,-4.725,0.064,0.022,1.158e-4,0,0,0,0,-0.009,62.707,0.088,2.047,-17.573,539.409,320.65,0.05,0.643
21.14,3491.335,51.099,-10.139,56.686,10.141,1959.571,1.589,1959.572,0.046,24.539,0.176,33,-106.994,9.78,0.08,4.966e-6,-4.701,0.03,0.046,3.954e-4,0,0,0,0,-0.009,62.471,0.088,2.003,-17.59,539.229,320.639,0.05,0.643
21.19,3493.878,50.592,-10.132,56.226,10.134,1963.596,1.596,1963.597,0.047,24.531,0.176,33,-106.994,9.78,0.073,4.802e-6,-4.664,0.034,0.042,4.058e-4,0,0,0,0,-0.009,62.237,0.088,2.02,-17.606,539.05,320.629,0.05,0.644
21.24,3496.395,50.086,-10.122,55.767,10.124,1967.619,1.603,1967.62,0.047,24.522,0.182,33,-106.994,9.78,0.023,4.705e-6,-4.639,0.092,0.02,-4.966e-4,0,0,0,0,-0.009,62.004,0.088,2.079,-17.623,538.873,320.62,0.05,0.645
21.29,3498.886,49.58,-10.113,55.309,10.115,1971.641,1.609,1971.642,0.047,24.512,0.187,33,-106.994,9.78,0.021,5.213e-6,4.64,0.086,6.99e-4,-4.732e-4,0,0,0,0,0.009,61.772,0.088,2.127,-17.639,538.698,320.61,0.05,0.646
21.34,3501.353,49.075,-10.11,54.852,10.112,1975.662,1.616,1975.662,0.047,24.503,0.178,33,-106.994,9.78,0.029,4.402e-6,-4.633,0.085,0.022,3.387e-4,0,0,0,0,-0.009,61.54,0.088,2.065,-17.655,538.525,320.6,0.05,0.646
21.39,3503.794,48.569,-10.108,54.396,10.11,1979.68,1.623,1979.681,0.047,24.495,0.168,33,-106.994,9.78,0.085,3.995e-6,-4.606,0.037,0.048,1.827e-4,0,0,0,0,-0.009,61.309,0.088,1.992,-17.671,538.353,320.59,0.05,0.647
21.44,3506.21,48.064,-10.111,53.942,10.112,1983.698,1.63,1983.698,0.047,24.487,0.149,33,-106.994,9.78,0.212,4.993e-6,-4.554,0.021,0.108,-4.084e-4,0,0,0,0,-0.009,61.08,0.089,1.835,-17.686,538.184,320.581,0.05,0.648
21.49,3508.6,47.558,-10.104,53.489,10.105,1987.714,1.637,1987.715,0.047,24.479,0.15,33,-106.994,9.78,0.197,4.302e-6,-4.473,0.023,0.101,-1.635e-4,0,0,0,0,-0.009,60.854,0.089,1.826,-17.702,538.016,320.571,0.05,0.648
21.54,3510.965,47.053,-10.094,53.037,10.095,1991.729,1.644,1991.73,0.047,24.472,0.157,33,-106.993,9.78,0.133,4.319e-6,-4.417,0.031,0.07,1.538e-4,0,0,0,0,-0.009,60.632,0.089,1.863,-17.717,537.849,320.562,0.05,0.649
21.59,3513.306,46.549,-10.081,52.586,10.082,1995.743,1.65,1995.743,0.047,24.464,0.169,33,-106.993,9.78,0.031,3.512e-6,-4.383,0.102,0.023,2.402e-4,0,0,0,0,-0.009,60.412,0.089,1.933,-17.733,537.685,320.553,0.05,0.649
21.64,3515.62,46.045,-10.078,52.136,10.079,1999.755,1.657,1999.756,0.047,24.455,0.162,33,-106.993,9.78,0.076,4.074e-6,-4.367,0.05,0.044,-2.484e-4,0,0,0,0,-0.009,60.194,0.09,1.841,-17.748,537.522,320.544,0.05,0.65
